school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3,StudentID,Cluster
"GP;""M"";16;""U"";""LE3"";""T"";4;3;""health"";""other"";""home"";""father"";1;1;0;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";3;1;3;1;3;5;4;""8"";""10"";10",20,1
"GP;""M"";15;""U"";""GT3"";""T"";4;3;""teacher"";""other"";""reputation"";""mother"";1;2;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;4;1;1;1;1;0;""13"";""14"";15",21,0
"GP;""M"";15;""U"";""GT3"";""T"";4;4;""health"";""health"";""other"";""father"";1;1;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";5;4;2;1;1;5;0;""12"";""15"";15",22,0
"GP;""M"";16;""U"";""LE3"";""T"";4;2;""teacher"";""other"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;5;1;1;3;5;2;""15"";""15"";16",23,1
"GP;""M"";16;""U"";""LE3"";""T"";2;2;""other"";""other"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;4;4;2;4;5;0;""13"";""13"";12",24,1
"GP;""F"";15;""R"";""GT3"";""T"";2;4;""services"";""health"";""course"";""mother"";1;3;0;""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;2;1;1;5;2;""10"";""9"";8",25,2
"GP;""F"";16;""U"";""GT3"";""T"";2;2;""services"";""services"";""home"";""mother"";1;1;2;""no"";""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";1;2;2;1;3;5;14;""6"";""9"";8",26,2
"GP;""M"";15;""U"";""GT3"";""T"";2;2;""other"";""other"";""home"";""mother"";1;1;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";4;2;2;1;2;5;2;""12"";""12"";11",27,0
"GP;""M"";15;""U"";""GT3"";""T"";4;2;""health"";""services"";""other"";""mother"";1;1;0;""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";2;2;4;2;4;1;4;""15"";""16"";15",28,0
"GP;""M"";16;""U"";""LE3"";""A"";3;4;""services"";""other"";""home"";""mother"";1;2;0;""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;5;4;""11"";""11"";11",29,0
"GP;""M"";16;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""home"";""mother"";1;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";4;4;5;5;5;5;16;""10"";""12"";11",30,0
"GP;""M"";15;""U"";""GT3"";""T"";4;4;""health"";""services"";""home"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";5;4;2;3;4;5;0;""9"";""11"";12",31,0
"GP;""M"";15;""U"";""GT3"";""T"";4;4;""services"";""services"";""reputation"";""mother"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;1;1;1;5;0;""17"";""16"";17",32,0
"GP;""M"";15;""R"";""GT3"";""T"";4;3;""teacher"";""at_home"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;5;2;1;1;5;0;""17"";""16"";16",33,0
"GP;""M"";15;""U"";""LE3"";""T"";3;3;""other"";""other"";""course"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;3;2;1;1;2;0;""8"";""10"";12",34,0
"GP;""M"";16;""U"";""GT3"";""T"";3;2;""other"";""other"";""home"";""mother"";1;1;0;""no"";""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";5;4;3;1;1;5;0;""12"";""14"";15",35,0
"GP;""F"";15;""U"";""GT3"";""T"";2;3;""other"";""other"";""other"";""father"";2;1;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";3;5;1;1;1;5;0;""8"";""7"";6",36,2
"GP;""M"";15;""U"";""LE3"";""T"";4;3;""teacher"";""services"";""home"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;4;3;1;1;4;2;""15"";""16"";18",37,0
"GP;""M"";16;""R"";""GT3"";""A"";4;4;""other"";""teacher"";""reputation"";""mother"";2;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";2;4;3;1;1;5;7;""15"";""16"";15",38,0
"GP;""F"";15;""R"";""GT3"";""T"";3;4;""services"";""health"";""course"";""mother"";1;3;0;""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;2;1;1;5;2;""12"";""12"";11",39,2
"GP;""F"";15;""R"";""GT3"";""T"";2;2;""at_home"";""other"";""reputation"";""mother"";1;1;0;""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";""no"";4;3;1;1;1;2;8;""14"";""13"";13",40,2
"GP;""F"";16;""U"";""LE3"";""T"";2;2;""other"";""other"";""home"";""mother"";2;2;1;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";3;3;3;1;2;3;25;""7"";""10"";11",41,2
"GP;""M"";15;""U"";""LE3"";""T"";4;4;""teacher"";""other"";""home"";""other"";1;1;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";5;4;3;2;4;5;8;""12"";""12"";12",42,0
"GP;""M"";15;""U"";""GT3"";""T"";4;4;""services"";""teacher"";""course"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;5;2;""19"";""18"";18",43,0
"GP;""M"";15;""U"";""GT3"";""T"";2;2;""services"";""services"";""course"";""father"";1;1;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";5;4;1;1;1;1;0;""8"";""8"";11",44,0
"GP;""F"";16;""U"";""LE3"";""T"";2;2;""other"";""at_home"";""course"";""father"";2;2;1;""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;2;2;5;14;""10"";""10"";9",45,2
"GP;""F"";15;""U"";""LE3"";""A"";4;3;""other"";""other"";""course"";""mother"";1;2;0;""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";5;2;2;1;1;5;8;""8"";""8"";6",46,2
"GP;""F"";16;""U"";""LE3"";""A"";3;3;""other"";""services"";""home"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";2;3;5;1;4;3;12;""11"";""12"";11",47,2
"GP;""M"";16;""U"";""GT3"";""T"";4;3;""health"";""services"";""reputation"";""mother"";1;4;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;2;2;1;1;2;4;""19"";""19"";20",48,0
"GP;""M"";15;""U"";""GT3"";""T"";4;2;""teacher"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";""no"";4;3;3;2;2;5;2;""15"";""15"";14",49,0
"GP;""F"";15;""U"";""GT3"";""T"";4;4;""services"";""teacher"";""other"";""father"";1;2;1;""yes"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;4;4;1;1;3;2;""7"";""7"";7",50,2
"GP;""F"";16;""U"";""LE3"";""T"";2;2;""services"";""services"";""course"";""mother"";3;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;2;3;4;2;""12"";""13"";13",51,2
"GP;""F"";15;""U"";""LE3"";""T"";4;2;""health"";""other"";""other"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;1;5;2;""11"";""13"";13",52,2
"GP;""M"";15;""U"";""LE3"";""A"";4;2;""health"";""health"";""other"";""father"";2;1;1;""no"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";5;5;5;3;4;5;6;""11"";""11"";10",53,0
"GP;""F"";15;""U"";""GT3"";""T"";4;4;""services"";""services"";""course"";""mother"";1;1;0;""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";3;3;4;2;3;5;0;""8"";""10"";11",54,2
"GP;""F"";15;""U"";""LE3"";""A"";3;3;""other"";""other"";""other"";""mother"";1;1;0;""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";5;3;4;4;4;1;6;""10"";""13"";13",55,2
"GP;""F"";16;""U"";""GT3"";""A"";2;1;""other"";""other"";""other"";""mother"";1;2;0;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";5;3;4;1;1;2;8;""8"";""9"";10",56,2
"GP;""F"";15;""U"";""GT3"";""A"";4;3;""services"";""services"";""reputation"";""mother"";1;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;2;1;1;1;0;""14"";""15"";15",57,2
"GP;""M"";15;""U"";""GT3"";""T"";4;4;""teacher"";""health"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";3;2;2;1;1;5;4;""14"";""15"";15",58,0
"GP;""M"";15;""U"";""LE3"";""T"";1;2;""other"";""at_home"";""home"";""father"";1;2;0;""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;2;1;1;5;2;""9"";""10"";9",59,0
"GP;""F"";16;""U"";""GT3"";""T"";4;2;""services"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";4;2;3;1;1;5;2;""15"";""16"";16",60,2
"GP;""F"";16;""R"";""GT3"";""T"";4;4;""health"";""teacher"";""other"";""mother"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";2;4;4;2;3;4;6;""10"";""11"";11",61,2
"GP;""F"";16;""U"";""GT3"";""T"";1;1;""services"";""services"";""course"";""father"";4;1;0;""yes"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";5;5;5;5;5;5;6;""10"";""8"";11",62,2
"GP;""F"";16;""U"";""LE3"";""T"";1;2;""other"";""services"";""reputation"";""father"";1;2;0;""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;4;3;1;1;1;4;""8"";""10"";9",63,2
"GP;""F"";16;""U"";""GT3"";""T"";4;3;""teacher"";""health"";""home"";""mother"";1;3;0;""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";3;4;4;2;4;4;2;""10"";""9"";9",64,2
"GP;""F"";15;""U"";""LE3"";""T"";4;3;""services"";""services"";""reputation"";""father"";1;2;0;""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;4;4;2;4;2;0;""10"";""10"";10",65,2
"GP;""F"";16;""U"";""LE3"";""T"";4;3;""teacher"";""services"";""course"";""mother"";3;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;4;3;1;2;1;2;""16"";""15"";15",66,2
"GP;""M"";15;""U"";""GT3"";""A"";4;4;""other"";""services"";""reputation"";""mother"";1;4;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";1;3;3;5;5;3;4;""13"";""13"";12",67,0
"GP;""F"";16;""U"";""GT3"";""T"";3;1;""services"";""other"";""course"";""mother"";1;4;0;""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";4;3;3;1;2;5;4;""7"";""7"";6",68,2
"GP;""F"";15;""R"";""LE3"";""T"";2;2;""health"";""services"";""reputation"";""mother"";2;2;0;""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";4;1;3;1;3;4;2;""8"";""9"";8",69,2
"GP;""F"";15;""R"";""LE3"";""T"";3;1;""other"";""other"";""reputation"";""father"";2;4;0;""no"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";4;4;2;2;3;3;12;""16"";""16"";16",70,2
"GP;""M"";16;""U"";""GT3"";""T"";3;1;""other"";""other"";""reputation"";""father"";2;4;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";4;3;2;1;1;5;0;""13"";""15"";15",71,0
"GP;""M"";15;""U"";""GT3"";""T"";4;2;""other"";""other"";""course"";""mother"";1;4;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;3;3;1;1;3;0;""10"";""10"";10",72,0
"GP;""F"";15;""R"";""GT3"";""T"";1;1;""other"";""other"";""reputation"";""mother"";1;2;2;""yes"";""yes"";""no"";""no"";""no"";""yes"";""yes"";""yes"";3;3;4;2;4;5;2;""8"";""6"";5",73,2
"GP;""M"";16;""U"";""GT3"";""T"";3;1;""other"";""other"";""reputation"";""mother"";1;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";""no"";5;3;2;2;2;5;2;""12"";""12"";14",74,0
"GP;""F"";16;""U"";""GT3"";""T"";3;3;""other"";""services"";""home"";""mother"";1;2;0;""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;2;4;5;54;""11"";""12"";11",75,2
"GP;""M"";15;""U"";""GT3"";""T"";4;3;""teacher"";""other"";""home"";""mother"";1;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;3;2;3;5;6;""9"";""9"";10",76,0
"GP;""M"";15;""U"";""GT3"";""T"";4;0;""teacher"";""other"";""course"";""mother"";2;4;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";3;4;3;1;1;1;8;""11"";""11"";10",77,0
"GP;""F"";16;""U"";""GT3"";""T"";2;2;""other"";""other"";""reputation"";""mother"";1;4;0;""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";5;2;3;1;3;3;0;""11"";""11"";11",78,2
"GP;""M"";17;""U"";""GT3"";""T"";2;1;""other"";""other"";""home"";""mother"";2;1;3;""yes"";""yes"";""no"";""yes"";""yes"";""no"";""yes"";""no"";4;5;1;1;1;3;2;""8"";""8"";10",79,1
"GP;""F"";16;""U"";""GT3"";""T"";3;4;""at_home"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""yes"";""no"";2;4;3;1;2;3;12;""5"";""5"";5",80,2
"GP;""M"";15;""U"";""GT3"";""T"";2;3;""other"";""services"";""course"";""father"";1;1;0;""yes"";""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";3;2;2;1;3;3;2;""10"";""12"";12",81,0
"GP;""M"";15;""U"";""GT3"";""T"";2;3;""other"";""other"";""home"";""mother"";1;3;0;""yes"";""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";5;3;2;1;2;5;4;""11"";""10"";11",82,0
"GP;""F"";15;""U"";""LE3"";""T"";3;2;""services"";""other"";""reputation"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";4;4;4;1;1;5;10;""7"";""6"";6",83,2
"GP;""M"";15;""U"";""LE3"";""T"";2;2;""services"";""services"";""home"";""mother"";2;2;0;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;3;4;4;""15"";""15"";15",84,0
"GP;""F"";15;""U"";""GT3"";""T"";1;1;""other"";""other"";""home"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";4;3;2;2;3;4;2;""9"";""10"";10",85,2
"GP;""F"";15;""U"";""GT3"";""T"";4;4;""services"";""services"";""reputation"";""father"";2;2;2;""no"";""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";4;4;4;2;3;5;6;""7"";""9"";8",86,2
"GP;""F"";16;""U"";""LE3"";""T"";2;2;""at_home"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;3;4;1;2;2;4;""8"";""7"";6",87,2
"GP;""F"";15;""U"";""GT3"";""T"";4;2;""other"";""other"";""reputation"";""mother"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;3;1;4;""13"";""14"";14",88,2
"GP;""M"";16;""U"";""GT3"";""T"";2;2;""services"";""other"";""reputation"";""father"";2;2;1;""no"";""no"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";4;4;2;1;1;3;12;""11"";""10"";10",89,0
"GP;""M"";16;""U"";""LE3"";""A"";4;4;""teacher"";""health"";""reputation"";""mother"";1;2;0;""no"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;1;3;3;5;5;18;""8"";""6"";7",90,1
"GP;""F"";16;""U"";""GT3"";""T"";3;3;""other"";""other"";""home"";""mother"";1;3;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";4;3;3;1;3;4;0;""7"";""7"";8",91,2
"GP;""F"";15;""U"";""GT3"";""T"";4;3;""services"";""other"";""reputation"";""mother"";1;1;0;""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;5;5;1;3;1;4;""16"";""17"";18",92,2
"GP;""F"";16;""U"";""LE3"";""T"";3;1;""other"";""other"";""home"";""father"";1;2;0;""yes"";""yes"";""no"";""no"";""yes"";""yes"";""no"";""no"";3;3;3;2;3;2;4;""7"";""6"";6",93,2
"GP;""F"";16;""U"";""GT3"";""T"";4;2;""teacher"";""services"";""home"";""mother"";2;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;1;0;""11"";""10"";10",94,2
"GP;""M"";15;""U"";""LE3"";""T"";2;2;""services"";""health"";""reputation"";""mother"";1;4;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;3;4;1;1;4;6;""11"";""13"";14",95,0
"GP;""F"";15;""R"";""GT3"";""T"";1;1;""at_home"";""other"";""home"";""mother"";2;4;1;""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";3;1;2;1;1;1;2;""7"";""10"";10",96,2
"GP;""M"";16;""R"";""GT3"";""T"";4;3;""services"";""other"";""reputation"";""mother"";2;1;0;""yes"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";3;3;3;1;1;4;2;""11"";""15"";15",97,0
"GP;""F"";16;""U"";""GT3"";""T"";2;1;""other"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""yes"";""no"";""yes"";""yes"";""no"";""yes"";4;3;5;1;1;5;2;""8"";""9"";10",98,2
"GP;""F"";16;""U"";""GT3"";""T"";4;4;""other"";""other"";""reputation"";""mother"";1;1;0;""no"";""no"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;3;4;1;2;1;6;""11"";""14"";14",99,2
"GP;""F"";16;""U"";""GT3"";""T"";4;3;""other"";""at_home"";""course"";""mother"";1;3;0;""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";5;3;5;1;1;3;0;""7"";""9"";8",100,2
"GP;""M"";16;""U"";""GT3"";""T"";4;4;""services"";""services"";""other"";""mother"";1;1;0;""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";4;5;5;5;5;4;14;""7"";""7"";5",101,0
"GP;""M"";16;""U"";""GT3"";""T"";4;4;""services"";""teacher"";""other"";""father"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";4;4;3;1;1;4;0;""16"";""17"";17",102,0
"GP;""M"";15;""U"";""GT3"";""T"";4;4;""services"";""other"";""course"";""mother"";1;1;0;""no"";""yes"";""no"";""yes"";""no"";""yes"";""yes"";""no"";5;3;3;1;1;5;4;""10"";""13"";14",103,0
"GP;""F"";15;""U"";""GT3"";""T"";3;2;""services"";""other"";""home"";""mother"";2;2;0;""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";4;3;5;1;1;2;26;""7"";""6"";6",104,2
"GP;""M"";15;""U"";""GT3"";""A"";3;4;""services"";""other"";""course"";""mother"";1;2;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""no"";5;4;4;1;1;1;0;""16"";""18"";18",105,0
"GP;""F"";15;""U"";""GT3"";""A"";3;3;""other"";""health"";""reputation"";""father"";1;4;0;""yes"";""no"";""no"";""no"";""yes"";""yes"";""no"";""no"";4;3;3;1;1;4;10;""10"";""11"";11",106,2
"GP;""F"";15;""U"";""GT3"";""T"";2;2;""other"";""other"";""course"";""mother"";1;4;0;""yes"";""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";5;1;2;1;1;3;8;""7"";""8"";8",107,2
"GP;""M"";16;""U"";""GT3"";""T"";3;3;""services"";""other"";""home"";""father"";1;3;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;3;3;1;1;5;2;""16"";""18"";18",108,0
"GP;""M"";15;""R"";""GT3"";""T"";4;4;""other"";""other"";""home"";""father"";4;4;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";1;3;5;3;5;1;6;""10"";""13"";13",109,0
"GP;""F"";16;""U"";""LE3"";""T"";4;4;""health"";""health"";""other"";""mother"";1;3;0;""no"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";""yes"";5;4;5;1;1;4;4;""14"";""15"";16",110,2
"GP;""M"";15;""U"";""LE3"";""A"";4;4;""teacher"";""teacher"";""course"";""mother"";1;1;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;5;3;1;1;4;6;""18"";""19"";19",111,0
"GP;""F"";16;""R"";""GT3"";""T"";3;3;""services"";""other"";""reputation"";""father"";1;3;1;""yes"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";4;1;2;1;1;2;0;""7"";""10"";10",112,2
"GP;""F"";16;""U"";""GT3"";""T"";2;2;""at_home"";""other"";""home"";""mother"";1;2;1;""yes"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";3;1;2;1;1;5;6;""10"";""13"";13",113,2
"GP;""M"";15;""U"";""LE3"";""T"";4;2;""teacher"";""other"";""course"";""mother"";1;1;0;""no"";""no"";""no"";""no"";""yes"";""yes"";""yes"";""no"";3;5;2;1;1;3;10;""18"";""19"";19",114,0
"GP;""M"";15;""R"";""GT3"";""T"";2;1;""health"";""services"";""reputation"";""mother"";1;2;0;""no"";""no"";""no"";""yes"";""yes"";""yes"";""yes"";""yes"";5;4;2;1;1;5;8;""9"";""9"";9",115,0
"GP;""M"";16;""U"";""GT3"";""T"";4;4;""teacher"";""teacher"";""course"";""father"";1;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""yes"";""no"";5;4;4;1;2;5;2;""15"";""15"";16",116,0
"GP;""M"";15;""U"";""GT3"";""T"";4;4;""other"";""teacher"";""reputation"";""father"";2;2;0;""no"";""yes"";""no"";""yes"";""yes"";""yes"";""no"";""no"";4;4;3;1;1;2;2;""11"";""13"";14",117,0
